A_re,0.755488201741,0.871018565881,0.953556927895,1.008001238246,1.036975730483,1.042232734653,1.025215005994,0.987315195224,0.930004017300,0.854893185324,0.763762172280,0.658563002355,0.541410678133,0.414563690898,0.280397455439,0.141372654272
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.755488201741,-0.871018565881,-0.953556927895,-1.008001238246,-1.036975730483,-1.042232734653,-1.025215005994,-0.987315195224,-0.930004017300,-0.854893185324,-0.763762172280,-0.658563002355,-0.541410678133,-0.414563690898,-0.280397455439,-0.141372654272
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.991465494411
