A_re,1.616359846455,1.671357942381,1.557380305630,1.299961383907,0.929608571930,0.482723037907
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.616359846455,-1.671357942381,-1.557380305630,-1.299961383907,-0.929608571930,-0.482723037907
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.957970462513
