A_re,0.220953632146,0.260872943777,0.294952128882,0.324909127393,0.351686624570,0.375863071113,0.397820490677,0.417824720296,0.436068165947,0.452694468361,0.467813628469,0.481511743360,0.493857525581,0.504906814088,0.514705783132,0.523293279475,0.530702559730,0.536962604806,0.542099129808,0.546135370436,0.549092702539,0.550991135177,0.551849706435,0.551686803467,0.550520422826,0.548368383163,0.545248499552,0.541178726595,0.536177275847,0.530262711982,0.523454031161,0.515770724401,0.507232828194,0.497860964218,0.487676369624,0.476700919162,0.464957140158,0.452468221212,0.439258015349,0.425351038226,0.410772461942,0.395548104887,0.379704418037,0.363268468033,0.346267917343,0.328731001782,0.310686505626,0.292163734535,0.273192486478,0.253803020841,0.234026025881,0.213892584669,0.193434139678,0.172682456130,0.151669584243,0.130427820475,0.108989667901,0.087387795806,0.065654998617,0.043824154251,0.021928181995
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.220953632146,-0.260872943777,-0.294952128882,-0.324909127393,-0.351686624570,-0.375863071113,-0.397820490677,-0.417824720296,-0.436068165947,-0.452694468361,-0.467813628469,-0.481511743360,-0.493857525581,-0.504906814088,-0.514705783132,-0.523293279475,-0.530702559730,-0.536962604806,-0.542099129808,-0.546135370436,-0.549092702539,-0.550991135177,-0.551849706435,-0.551686803467,-0.550520422826,-0.548368383163,-0.545248499552,-0.541178726595,-0.536177275847,-0.530262711982,-0.523454031161,-0.515770724401,-0.507232828194,-0.497860964218,-0.487676369624,-0.476700919162,-0.464957140158,-0.452468221212,-0.439258015349,-0.425351038226,-0.410772461942,-0.395548104887,-0.379704418037,-0.363268468033,-0.346267917343,-0.328731001782,-0.310686505626,-0.292163734535,-0.273192486478,-0.253803020841,-0.234026025881,-0.213892584669,-0.193434139678,-0.172682456130,-0.151669584243,-0.130427820475,-0.108989667901,-0.087387795806,-0.065654998617,-0.043824154251,-0.021928181995
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.999282272086
