A_re,-1.206871858797,-1.331818790198,-1.370455361808,-1.331905866556,-1.224064077622,-1.055659783221,-0.836861615907,-0.579300985630,-0.295810107021
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.206871858797,1.331818790198,1.370455361808,1.331905866556,1.224064077622,1.055659783221,0.836861615907,0.579300985630,0.295810107021
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.977550905359
