A_re,0.125864482826,0.148820921295,0.168589979970,0.186166271650,0.202101217795,0.216737324183,0.230303925192,0.242963017361,0.254833711412,0.266006357038,0.276551216283,0.286524054363,0.295969888905,0.304925588258,0.313421722936,0.321483916668,0.329133852838,0.336390037887,0.343268389664,0.349782697336,0.355944985492,0.361765805700,0.367254472409,0.372419255606,0.377267539525,0.381805954405,0.386040486675,0.389976571703,0.393619172360,0.396972845930,0.400041801399,0.402829948758,0.405340941601,0.407578214098,0.409545013208,0.411244426839,0.412679408549,0.413852799282,0.414767346530,0.415425721298,0.415830533124,0.415984343428,0.415889677385,0.415549034502,0.414964898057,0.414139743522,0.413076046096,0.411776287426,0.410242961634,0.408478580680,0.406485679173,0.404266818646,0.401824591374,0.399161623762,0.396280579351,0.393184161468,0.389875115563,0.386356231248,0.382630344066,0.378700337012,0.374569141835,0.370239740116,0.365715164162,0.360998497714,0.356092876486,0.351001488554,0.345727574595,0.340274427986,0.334645394784,0.328843873583,0.322873315256,0.316737222595,0.310439149855,0.303982702194,0.297371535041,0.290609353362,0.283699910868,0.276647009130,0.269454496635,0.262126267773,0.254666261760,0.247078461500,0.239366892394,0.231535621092,0.223588754195,0.215530436909,0.207364851652,0.199096216619,0.190728784305,0.182266839991,0.173714700188,0.165076711050,0.156357246756,0.147560707854,0.138691519584,0.129754130169,0.120753009076,0.111692645264,0.102577545398,0.093412232050,0.084201241875,0.074949123776,0.065660437041,0.056339749480,0.046991635534,0.037620674382,0.028231448033,0.018828539406,0.009416530408
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.125864482826,-0.148820921295,-0.168589979970,-0.186166271650,-0.202101217795,-0.216737324183,-0.230303925192,-0.242963017361,-0.254833711412,-0.266006357038,-0.276551216283,-0.286524054363,-0.295969888905,-0.304925588258,-0.313421722936,-0.321483916668,-0.329133852838,-0.336390037887,-0.343268389664,-0.349782697336,-0.355944985492,-0.361765805700,-0.367254472409,-0.372419255606,-0.377267539525,-0.381805954405,-0.386040486675,-0.389976571703,-0.393619172360,-0.396972845930,-0.400041801399,-0.402829948758,-0.405340941601,-0.407578214098,-0.409545013208,-0.411244426839,-0.412679408549,-0.413852799282,-0.414767346530,-0.415425721298,-0.415830533124,-0.415984343428,-0.415889677385,-0.415549034502,-0.414964898057,-0.414139743522,-0.413076046096,-0.411776287426,-0.410242961634,-0.408478580680,-0.406485679173,-0.404266818646,-0.401824591374,-0.399161623762,-0.396280579351,-0.393184161468,-0.389875115563,-0.386356231248,-0.382630344066,-0.378700337012,-0.374569141835,-0.370239740116,-0.365715164162,-0.360998497714,-0.356092876486,-0.351001488554,-0.345727574595,-0.340274427986,-0.334645394784,-0.328843873583,-0.322873315256,-0.316737222595,-0.310439149855,-0.303982702194,-0.297371535041,-0.290609353362,-0.283699910868,-0.276647009130,-0.269454496635,-0.262126267773,-0.254666261760,-0.247078461500,-0.239366892394,-0.231535621092,-0.223588754195,-0.215530436909,-0.207364851652,-0.199096216619,-0.190728784305,-0.182266839991,-0.173714700188,-0.165076711050,-0.156357246756,-0.147560707854,-0.138691519584,-0.129754130169,-0.120753009076,-0.111692645264,-0.102577545398,-0.093412232050,-0.084201241875,-0.074949123776,-0.065660437041,-0.056339749480,-0.046991635534,-0.037620674382,-0.028231448033,-0.018828539406,-0.009416530408
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.999767347656
