A_re,0.080428858427,0.095137594734,0.107834906975,0.119159348249,0.129466016009,0.138976285851,0.147839024075,0.156159901189,0.164017036877,0.171470041425,0.178565570336,0.185340906687,0.191826364790,0.198046956969,0.204023581935,0.209773892521,0.215312942508,0.220653677562,0.225807313862,0.230783634274,0.235591222984,0.240237653534,0.244729641055,0.249073166713,0.253273580294,0.257335685448,0.261263811047,0.265061871306,0.268733416767,0.272281677773,0.275709601752,0.279019885339,0.282215002191,0.285297227175,0.288268657487,0.291131231176,0.293886743426,0.296536860950,0.299083134728,0.301527011330,0.303869843008,0.306112896716,0.308257362187,0.310304359195,0.312254944091,0.314110115702,0.315870820666,0.317537958271,0.319112384843,0.320594917746,0.321986339019,0.323287398703,0.324498817884,0.325621291473,0.326655490764,0.327602065778,0.328461647417,0.329234849460,0.329922270383,0.330524495057,0.331042096307,0.331475636354,0.331825668156,0.332092736641,0.332277379860,0.332380130048,0.332401514615,0.332342057065,0.332202277847,0.331982695151,0.331683825646,0.331306185165,0.330850289348,0.330316654234,0.329705796816,0.329018235556,0.328254490869,0.327415085561,0.326500545253,0.325511398765,0.324448178472,0.323311420640,0.322101665736,0.320819458713,0.319465349280,0.318039892141,0.316543647227,0.314977179904,0.313341061165,0.311635867808,0.309862182593,0.308020594396,0.306111698337,0.304136095905,0.302094395065,0.299987210355,0.297815162975,0.295578880858,0.293278998742,0.290916158223,0.288491007802,0.286004202925,0.283456406014,0.280848286489,0.278180520781,0.275453792344,0.272668791651,0.269826216191,0.266926770457,0.263971165925,0.260960121033,0.257894361148,0.254774618532,0.251601632299,0.248376148375,0.245098919439,0.241770704873,0.238392270703,0.234964389531,0.231487840466,0.227963409057,0.224391887210,0.220774073113,0.217110771147,0.213402791802,0.209650951586,0.205856072928,0.202018984084,0.198140519034,0.194221517379,0.190262824235,0.186265290125,0.182229770864,0.178157127447,0.174048225932,0.169903937319,0.165725137429,0.161512706781,0.157267530463,0.152990498008,0.148682503257,0.144344444235,0.139977223008,0.135581745553,0.131158921618,0.126709664583,0.122234891316,0.117735522034,0.113212480157,0.108666692159,0.104099087429,0.099510598112,0.094902158967,0.090274707213,0.085629182376,0.080966526137,0.076287682177,0.071593596022,0.066885214884,0.062163487508,0.057429364011,0.052683795721,0.047927735023,0.043162135193,0.038387950240,0.033606134741,0.028817643683,0.024023432295,0.019224455891,0.014421669699,0.009616028702,0.004808487470
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.080428858427,-0.095137594734,-0.107834906975,-0.119159348249,-0.129466016009,-0.138976285851,-0.147839024075,-0.156159901189,-0.164017036877,-0.171470041425,-0.178565570336,-0.185340906687,-0.191826364790,-0.198046956969,-0.204023581935,-0.209773892521,-0.215312942508,-0.220653677562,-0.225807313862,-0.230783634274,-0.235591222984,-0.240237653534,-0.244729641055,-0.249073166713,-0.253273580294,-0.257335685448,-0.261263811047,-0.265061871306,-0.268733416767,-0.272281677773,-0.275709601752,-0.279019885339,-0.282215002191,-0.285297227175,-0.288268657487,-0.291131231176,-0.293886743426,-0.296536860950,-0.299083134728,-0.301527011330,-0.303869843008,-0.306112896716,-0.308257362187,-0.310304359195,-0.312254944091,-0.314110115702,-0.315870820666,-0.317537958271,-0.319112384843,-0.320594917746,-0.321986339019,-0.323287398703,-0.324498817884,-0.325621291473,-0.326655490764,-0.327602065778,-0.328461647417,-0.329234849460,-0.329922270383,-0.330524495057,-0.331042096307,-0.331475636354,-0.331825668156,-0.332092736641,-0.332277379860,-0.332380130048,-0.332401514615,-0.332342057065,-0.332202277847,-0.331982695151,-0.331683825646,-0.331306185165,-0.330850289348,-0.330316654234,-0.329705796816,-0.329018235556,-0.328254490869,-0.327415085561,-0.326500545253,-0.325511398765,-0.324448178472,-0.323311420640,-0.322101665736,-0.320819458713,-0.319465349280,-0.318039892141,-0.316543647227,-0.314977179904,-0.313341061165,-0.311635867808,-0.309862182593,-0.308020594396,-0.306111698337,-0.304136095905,-0.302094395065,-0.299987210355,-0.297815162975,-0.295578880858,-0.293278998742,-0.290916158223,-0.288491007802,-0.286004202925,-0.283456406014,-0.280848286489,-0.278180520781,-0.275453792344,-0.272668791651,-0.269826216191,-0.266926770457,-0.263971165925,-0.260960121033,-0.257894361148,-0.254774618532,-0.251601632299,-0.248376148375,-0.245098919439,-0.241770704873,-0.238392270703,-0.234964389531,-0.231487840466,-0.227963409057,-0.224391887210,-0.220774073113,-0.217110771147,-0.213402791802,-0.209650951586,-0.205856072928,-0.202018984084,-0.198140519034,-0.194221517379,-0.190262824235,-0.186265290125,-0.182229770864,-0.178157127447,-0.174048225932,-0.169903937319,-0.165725137429,-0.161512706781,-0.157267530463,-0.152990498008,-0.148682503257,-0.144344444235,-0.139977223008,-0.135581745553,-0.131158921619,-0.126709664583,-0.122234891316,-0.117735522034,-0.113212480157,-0.108666692159,-0.104099087429,-0.099510598112,-0.094902158967,-0.090274707213,-0.085629182376,-0.080966526137,-0.076287682177,-0.071593596022,-0.066885214884,-0.062163487508,-0.057429364011,-0.052683795721,-0.047927735023,-0.043162135193,-0.038387950240,-0.033606134741,-0.028817643683,-0.024023432295,-0.019224455891,-0.014421669699,-0.009616028702,-0.004808487470
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.999905028064
