A_re,0.650791399975,0.755467865778,0.834851809924,0.893309001095,0.933118763199,0.955682275070,0.962011185015,0.952957619810,0.929333202206,0.891973941134,0.841775941747,0.779714014894,0.706849521952,0.624331017007,0.533389822314,0.435331902109,0.331526965633,0.223395477237,0.112394099339
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.650791399975,-0.755467865778,-0.834851809924,-0.893309001095,-0.933118763199,-0.955682275070,-0.962011185015,-0.952957619810,-0.929333202206,-0.891973941134,-0.841775941747,-0.779714014894,-0.706849521952,-0.624331017007,-0.533389822314,-0.435331902109,-0.331526965633,-0.223395477237,-0.112394099339
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.993697663643
