A_re,0.406801339399,0.469009997013,0.513453730405,0.542769897517,0.558371547183,0.561202241736,0.552038849382,0.531631258967,0.500771393931,0.460327099790,0.411256554304,0.354610847422,0.291528826687,0.223226602791,0.150983245236,0.076123736916
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.406801339399,-0.469009997013,-0.513453730405,-0.542769897517,-0.558371547183,-0.561202241736,-0.552038849382,-0.531631258967,-0.500771393931,-0.460327099790,-0.411256554304,-0.354610847422,-0.291528826687,-0.223226602791,-0.150983245236,-0.076123736916
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.991465494411
