A_re,0.049554823464,0.058612183617,0.066426905744,0.073392028840,0.079725977955,0.085564816143,0.090999955372,0.096096214132,0.100901454133,0.105452148929,0.109776804632,0.113898165791,0.117834695291,0.121601600416,0.125211564322,0.128675280054,0.132001848566,0.135199080759,0.138273730392,0.141231676236,0.144078066362,0.146817433748,0.149453789860,0.151990701139,0.154431352039,0.156778597401,0.159035006286,0.161202898900,0.163284377897,0.165281355072,0.167195574246,0.169028630971,0.170781989603,0.172456998133,0.174054901137,0.175576851133,0.177023918559,0.178397100588,0.179697328929,0.180925476762,0.182082364907,0.183168767342,0.184185416138,0.185133005894,0.186012197727,0.186823622868,0.187567885909,0.188245567751,0.188857228272,0.189403408748,0.189884634065,0.190301414727,0.190654248697,0.190943623067,0.191170015604,0.191333896146,0.191435727902,0.191475968628,0.191455071719,0.191373487209,0.191231662691,0.191030044162,0.190769076802,0.190449205697,0.190070876496,0.189634536021,0.189140632829,0.188589617733,0.187981944270,0.187318069148,0.186598452641,0.185823558965,0.184993856617,0.184109818682,0.183171923125,0.182180653044,0.181136496914,0.180039948796,0.178891508537,0.177691681943,0.176440980941,0.175139923715,0.173789034835,0.172388845370,0.170939892975,0.169442721984,0.167897883475,0.166305935328,0.164667442275,0.162982975930,0.161253114822,0.159478444405,0.157659557069,0.155797052133,0.153891535838,0.151943621327,0.149953928618,0.147923084571,0.145851722845,0.143740483853,0.141590014707,0.139400969155,0.137174007519,0.134909796620,0.132609009702,0.130272326347,0.127900432391,0.125494019828,0.123053786714,0.120580437067,0.118074680757,0.115537233399,0.112968816240,0.110370156036,0.107741984935,0.105085040349,0.102400064829,0.099687805929,0.096949016072,0.094184452414,0.091394876701,0.088581055125,0.085743758179,0.082883760508,0.080001840755,0.077098781411,0.074175368653,0.071232392192,0.068270645110,0.065290923693,0.062294027276,0.059280758067,0.056251920987,0.053208323493,0.050150775413,0.047080088772,0.043997077614,0.040902557830,0.037797346982,0.034682264123,0.031558129618,0.028425764966,0.025285992616,0.022139635789,0.018987518290,0.015830464331,0.012669298342,0.009504844787,0.006337927980,0.003169371900
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.049554823464,-0.058612183617,-0.066426905744,-0.073392028840,-0.079725977955,-0.085564816143,-0.090999955372,-0.096096214132,-0.100901454133,-0.105452148929,-0.109776804632,-0.113898165791,-0.117834695291,-0.121601600416,-0.125211564322,-0.128675280054,-0.132001848566,-0.135199080759,-0.138273730392,-0.141231676236,-0.144078066362,-0.146817433748,-0.149453789860,-0.151990701139,-0.154431352039,-0.156778597401,-0.159035006286,-0.161202898900,-0.163284377897,-0.165281355072,-0.167195574246,-0.169028630971,-0.170781989603,-0.172456998133,-0.174054901137,-0.175576851133,-0.177023918559,-0.178397100588,-0.179697328929,-0.180925476762,-0.182082364907,-0.183168767342,-0.184185416138,-0.185133005894,-0.186012197727,-0.186823622868,-0.187567885909,-0.188245567751,-0.188857228272,-0.189403408748,-0.189884634065,-0.190301414727,-0.190654248697,-0.190943623067,-0.191170015604,-0.191333896146,-0.191435727902,-0.191475968628,-0.191455071719,-0.191373487209,-0.191231662691,-0.191030044162,-0.190769076802,-0.190449205697,-0.190070876496,-0.189634536021,-0.189140632829,-0.188589617733,-0.187981944270,-0.187318069148,-0.186598452641,-0.185823558965,-0.184993856617,-0.184109818682,-0.183171923125,-0.182180653044,-0.181136496914,-0.180039948796,-0.178891508537,-0.177691681943,-0.176440980941,-0.175139923715,-0.173789034835,-0.172388845370,-0.170939892975,-0.169442721984,-0.167897883475,-0.166305935328,-0.164667442275,-0.162982975930,-0.161253114822,-0.159478444405,-0.157659557069,-0.155797052133,-0.153891535838,-0.151943621327,-0.149953928618,-0.147923084571,-0.145851722845,-0.143740483853,-0.141590014707,-0.139400969155,-0.137174007519,-0.134909796620,-0.132609009702,-0.130272326347,-0.127900432391,-0.125494019828,-0.123053786714,-0.120580437067,-0.118074680757,-0.115537233399,-0.112968816240,-0.110370156036,-0.107741984935,-0.105085040349,-0.102400064829,-0.099687805929,-0.096949016072,-0.094184452414,-0.091394876701,-0.088581055125,-0.085743758179,-0.082883760508,-0.080001840755,-0.077098781411,-0.074175368653,-0.071232392192,-0.068270645110,-0.065290923693,-0.062294027276,-0.059280758067,-0.056251920987,-0.053208323493,-0.050150775413,-0.047080088772,-0.043997077614,-0.040902557830,-0.037797346982,-0.034682264123,-0.031558129618,-0.028425764966,-0.025285992616,-0.022139635789,-0.018987518290,-0.015830464331,-0.012669298342,-0.009504844787,-0.006337927980,-0.003169371900
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999875645467
