A_re,0.044585240348,0.052738037432,0.059775233353,0.066050737354,0.071761332383,0.077029678408,0.081938244504,0.086545558015,0.090894876782,0.095019200832,0.098944351256,0.102690955829,0.106275781281,0.109712657103,0.113013134191,0.116186965757,0.119242465806,0.122186781200,0.125026101490,0.127765823030,0.130410679004,0.132964843611,0.135432016424,0.137815491335,0.140118213395,0.142342826045,0.144491710644,0.146567019780,0.148570705509,0.150504543444,0.152370153400,0.154169017193,0.155902494041,0.157571833963,0.159178189478,0.160722625855,0.162206130141,0.163629619122,0.164993946380,0.166299908563,0.167548250971,0.168739672545,0.169874830348,0.170954343572,0.171978797166,0.172948745091,0.173864713278,0.174727202301,0.175536689807,0.176293632724,0.176998469274,0.177651620813,0.178253493508,0.178804479876,0.179304960198,0.179755303808,0.180155870285,0.180507010552,0.180809067881,0.181062378827,0.181267274085,0.181424079288,0.181533115739,0.181594701090,0.181609149977,0.181576774600,0.181497885263,0.181372790881,0.181201799444,0.180985218449,0.180723355304,0.180416517700,0.180065013958,0.179669153354,0.179229246414,0.178745605194,0.178218543540,0.177648377324,0.177035424667,0.176380006146,0.175682444982,0.174943067219,0.174162201883,0.173340181134,0.172477340404,0.171574018524,0.170630557838,0.169647304312,0.168624607627,0.167562821273,0.166462302619,0.165323412993,0.164146517741,0.162931986284,0.161680192167,0.160391513104,0.159066331014,0.157705032048,0.156308006621,0.154875649424,0.153408359445,0.151906539976,0.150370598615,0.148800947272,0.147198002161,0.145562183792,0.143893916961,0.142193630731,0.140461758417,0.138698737557,0.136905009890,0.135081021324,0.133227221903,0.131344065772,0.129432011139,0.127491520230,0.125523059247,0.123527098322,0.121504111464,0.119454576511,0.117378975072,0.115277792473,0.113151517699,0.111000643330,0.108825665480,0.106627083732,0.104405401073,0.102161123821,0.099894761559,0.097606827062,0.095297836222,0.092968307973,0.090618764216,0.088249729739,0.085861732136,0.083455301729,0.081030971486,0.078589276931,0.076130756067,0.073655949286,0.071165399281,0.068659650958,0.066139251348,0.063604749517,0.061056696472,0.058495645068,0.055922149920,0.053336767303,0.050740055060,0.048132572506,0.045514880330,0.042887540500,0.040251116162,0.037606171547,0.034953271865,0.032292983208,0.029625872453,0.026952507155,0.024273455453,0.021589285960,0.018900567669,0.016207869843,0.013511761919,0.010812813399,0.008111593752,0.005408672305,0.002704618142
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.044585240348,-0.052738037432,-0.059775233353,-0.066050737354,-0.071761332383,-0.077029678408,-0.081938244504,-0.086545558015,-0.090894876782,-0.095019200832,-0.098944351256,-0.102690955829,-0.106275781281,-0.109712657103,-0.113013134191,-0.116186965757,-0.119242465806,-0.122186781200,-0.125026101490,-0.127765823030,-0.130410679004,-0.132964843611,-0.135432016424,-0.137815491335,-0.140118213395,-0.142342826045,-0.144491710644,-0.146567019780,-0.148570705509,-0.150504543444,-0.152370153400,-0.154169017193,-0.155902494041,-0.157571833963,-0.159178189478,-0.160722625855,-0.162206130141,-0.163629619122,-0.164993946380,-0.166299908563,-0.167548250971,-0.168739672545,-0.169874830348,-0.170954343572,-0.171978797166,-0.172948745091,-0.173864713278,-0.174727202301,-0.175536689807,-0.176293632724,-0.176998469274,-0.177651620813,-0.178253493508,-0.178804479876,-0.179304960198,-0.179755303808,-0.180155870285,-0.180507010552,-0.180809067881,-0.181062378827,-0.181267274085,-0.181424079288,-0.181533115739,-0.181594701090,-0.181609149977,-0.181576774600,-0.181497885263,-0.181372790881,-0.181201799444,-0.180985218449,-0.180723355304,-0.180416517700,-0.180065013958,-0.179669153354,-0.179229246414,-0.178745605194,-0.178218543540,-0.177648377324,-0.177035424667,-0.176380006146,-0.175682444982,-0.174943067219,-0.174162201883,-0.173340181134,-0.172477340404,-0.171574018524,-0.170630557838,-0.169647304312,-0.168624607627,-0.167562821273,-0.166462302619,-0.165323412993,-0.164146517741,-0.162931986284,-0.161680192167,-0.160391513104,-0.159066331014,-0.157705032048,-0.156308006621,-0.154875649424,-0.153408359445,-0.151906539976,-0.150370598615,-0.148800947272,-0.147198002161,-0.145562183792,-0.143893916961,-0.142193630731,-0.140461758417,-0.138698737557,-0.136905009890,-0.135081021324,-0.133227221903,-0.131344065772,-0.129432011139,-0.127491520230,-0.125523059247,-0.123527098322,-0.121504111464,-0.119454576511,-0.117378975072,-0.115277792473,-0.113151517699,-0.111000643330,-0.108825665480,-0.106627083732,-0.104405401073,-0.102161123821,-0.099894761559,-0.097606827062,-0.095297836222,-0.092968307973,-0.090618764216,-0.088249729739,-0.085861732136,-0.083455301729,-0.081030971486,-0.078589276931,-0.076130756067,-0.073655949286,-0.071165399281,-0.068659650958,-0.066139251348,-0.063604749517,-0.061056696472,-0.058495645068,-0.055922149920,-0.053336767303,-0.050740055060,-0.048132572506,-0.045514880330,-0.042887540500,-0.040251116162,-0.037606171547,-0.034953271865,-0.032292983208,-0.029625872453,-0.026952507155,-0.024273455453,-0.021589285960,-0.018900567669,-0.016207869843,-0.013511761919,-0.010812813399,-0.008111593752,-0.005408672305,-0.002704618142
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999899341679
