A_re,-0.649854077814,-0.717133194722,-0.737937502512,-0.717180081992,-0.659111426412,-0.568432190965,-0.450617793181,-0.311931299955,-0.159282365319
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.649854077814,0.717133194722,0.737937502512,0.717180081992,0.659111426412,0.568432190965,0.450617793181,0.311931299955,0.159282365319
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.977550905359
