A_re,0.104214257927,0.123104335524,0.139279621736,0.153554896945,0.166378810915,0.178027780944,0.188685181150,0.198479222203,0.207503143168,0.215826864992,0.223504139635,0.230577153860,0.237079613430,0.243038878285,0.248477482312,0.253414241072,0.257865075950,0.261843638420,0.265361790392,0.268429979002,0.271057532667,0.273252897505,0.275023827983,0.276377541969,0.277320847802,0.277860249102,0.278002031724,0.277752336232,0.277117218539,0.276102700789,0.274714814134,0.272959634728,0.270843313998,0.268372104058,0.265552378971,0.262390652451,0.258893592464,0.255068033150,0.250920984390,0.246459639301,0.241691379903,0.236623781157,0.231264613547,0.225621844362,0.219703637800,0.213518354016,0.207074547199,0.200380962778,0.193446533827,0.186280376738,0.178891786220,0.171290229683,0.163485341058,0.155486914088,0.147304895141,0.138949375580,0.130430583721,0.121758876418,0.112944730295,0.103998732669,0.094931572172,0.085754029115,0.076476965601,0.067111315429,0.057668073793,0.048158286807,0.038593040877,0.028983451933,0.019340654548,0.009675790958
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.104214257927,-0.123104335524,-0.139279621736,-0.153554896945,-0.166378810915,-0.178027780944,-0.188685181150,-0.198479222203,-0.207503143168,-0.215826864992,-0.223504139635,-0.230577153860,-0.237079613430,-0.243038878285,-0.248477482312,-0.253414241072,-0.257865075950,-0.261843638420,-0.265361790392,-0.268429979002,-0.271057532667,-0.273252897505,-0.275023827983,-0.276377541969,-0.277320847802,-0.277860249102,-0.278002031724,-0.277752336232,-0.277117218539,-0.276102700789,-0.274714814134,-0.272959634728,-0.270843313998,-0.268372104058,-0.265552378971,-0.262390652451,-0.258893592464,-0.255068033150,-0.250920984390,-0.246459639301,-0.241691379903,-0.236623781157,-0.231264613547,-0.225621844362,-0.219703637800,-0.213518354016,-0.207074547199,-0.200380962778,-0.193446533827,-0.186280376738,-0.178891786220,-0.171290229683,-0.163485341058,-0.155486914088,-0.147304895141,-0.138949375580,-0.130430583721,-0.121758876418,-0.112944730295,-0.103998732669,-0.094931572172,-0.085754029115,-0.076476965601,-0.067111315429,-0.057668073793,-0.048158286807,-0.038593040877,-0.028983451933,-0.019340654548,-0.009675790958
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999449515555
