A_re,0.201331622355,0.236745681501,0.266225276119,0.291270725699,0.312685322012,0.330949426902,0.346372861953,0.359167601583,0.369486405640,0.377445038722,0.383135842314,0.386636423442,0.388015426169,0.387336477175,0.384660941891,0.380049878338,0.373565432681,0.365271835217,0.355236102908,0.343528521171,0.330222955947,0.315397032580,0.299132208239,0.281513757835,0.262630688622,0.242575595295,0.221444464935,0.199336439422,0.176353541572,0.152600370319,0.128183769530,0.103212474471,0.077796739535,0.052047950525,0.026078224496
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_im,-0.201331622355,-0.236745681501,-0.266225276119,-0.291270725699,-0.312685322012,-0.330949426902,-0.346372861953,-0.359167601583,-0.369486405640,-0.377445038722,-0.383135842314,-0.386636423442,-0.388015426169,-0.387336477175,-0.384660941891,-0.380049878338,-0.373565432681,-0.365271835217,-0.355236102908,-0.343528521171,-0.330222955947,-0.315397032580,-0.299132208239,-0.281513757835,-0.262630688622,-0.242575595295,-0.221444464935,-0.199336439422,-0.176353541572,-0.152600370319,-0.128183769530,-0.103212474471,-0.077796739535,-0.052047950525,-0.026078224496
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.997938720321
