A_re,0.264712824943,0.309853138245,0.346293424939,0.375923375091,0.399735521087,0.418316829717,0.432048525235,0.441201148616,0.445984862817,0.446578172660,0.443145238047,0.435846705218,0.424846625258,0.410316884645,0.392439979366,0.371410639825,0.347436628409,0.320738921613,0.291551421287,0.260120297139,0.226703035346,0.191567250147,0.154989303257,0.117252767768,0.078646767537,0.039464219062
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.264712824943,-0.309853138245,-0.346293424939,-0.375923375091,-0.399735521087,-0.418316829717,-0.432048525235,-0.441201148616,-0.445984862817,-0.446578172660,-0.443145238047,-0.435846705218,-0.424846625258,-0.410316884645,-0.392439979366,-0.371410639825,-0.347436628409,-0.320738921613,-0.291551421287,-0.260120297139,-0.226703035346,-0.191567250147,-0.154989303257,-0.117252767768,-0.078646767537,-0.039464219062
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.996424897037
