A_re,0.255769640331,0.299602094589,0.335164723086,0.364295127607,0.387960755985,0.406733910916,0.420984897933,0.430973955533,0.436899948441,0.438928214742,0.437207406287,0.431880083887,0.423089551694,0.410984308341,0.395720918450,0.377465794113,0.356396196368,0.332700660054,0.306578979970,0.278241855062,0.247910260698,0.215814601559,0.182193685900,0.147293553858,0.111366186988,0.074668122229,0.037458990739
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.255769640331,-0.299602094589,-0.335164723086,-0.364295127607,-0.387960755985,-0.406733910916,-0.420984897933,-0.430973955533,-0.436899948441,-0.438928214742,-0.437207406287,-0.431880083887,-0.423089551694,-0.410984308341,-0.395720918450,-0.377465794113,-0.356396196368,-0.332700660054,-0.306578979970,-0.278241855062,-0.247910260698,-0.215814601559,-0.182193685900,-0.147293553858,-0.111366186988,-0.074668122229,-0.037458990739
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.996664113639
