A_re,0.585779226982,0.670736257773,0.727364168994,0.759394847197,0.768934357864,0.757547524051,0.726686999145,0.677884102086,0.612834744129,0.533431910729,0.441767543248,0.340115232938,0.230900106480,0.116659897458
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.585779226982,-0.670736257773,-0.727364168994,-0.759394847197,-0.768934357864,-0.757547524051,-0.726686999145,-0.677884102086,-0.612834744129,-0.533431910729,-0.441767543248,-0.340115232938,-0.230900106480,-0.116659897458
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.989243032156
