A_re,-0.835526671475,-0.922028393214,-0.948776788944,-0.922088676846,-0.847428976815,-0.730841388383,-0.579365734089,-0.401054528513,-0.204791612553
A_im,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.835526671475,0.922028393214,0.948776788944,0.922088676846,0.847428976815,0.730841388383,0.579365734089,0.401054528513,0.204791612553
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.977550905359
