A_re,0.623118738263,0.710276053799,0.765417638639,0.792504672320,0.793876430580,0.771400853885,0.726923661959,0.662460818624,0.580276530115,0.482901855931,0.373118644899,0.253921431940,0.128464646829
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.623118738263,-0.710276053799,-0.765417638639,-0.792504672320,-0.793876430580,-0.771400853885,-0.726923661959,-0.662460818624,-0.580276530115,-0.482901855931,-0.373118644899,-0.253921431940,-0.128464646829
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.987789427621
