A_re,0.450547892291,0.523016214770,0.577974329948,0.618444693066,0.646005297599,0.661626190433,0.666007743472,0.659739890638,0.643384524604,0.617520420785,0.582767959671,0.539802010311,0.489357361351,0.432229165620,0.369269876987,0.301383624537,0.229518668515,0.154658407318,0.077811299543
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.450547892291,-0.523016214770,-0.577974329948,-0.618444693066,-0.646005297599,-0.661626190433,-0.666007743472,-0.659739890638,-0.643384524604,-0.617520420785,-0.582767959671,-0.539802010311,-0.489357361351,-0.432229165620,-0.369269876987,-0.301383624537,-0.229518668515,-0.154658407318,-0.077811299543
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.993697663643
