A_re,0.430641037392,0.500750488569,0.554640910112,0.595232726193,0.624047538108,0.642007709658,0.649760139535,0.647829142657,0.636696103475,0.616843535845,0.588780060211,0.553054286053,0.510261779230,0.461047451662,0.406104761736,0.346172599247,0.282030437819,0.214492167552,0.144398918030,0.072611118300
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.430641037392,-0.500750488569,-0.554640910112,-0.595232726193,-0.624047538108,-0.642007709658,-0.649760139535,-0.647829142657,-0.636696103475,-0.616843535845,-0.588780060211,-0.553054286053,-0.510261779230,-0.461047451662,-0.406104761736,-0.346172599247,-0.282030437819,-0.214492167552,-0.144398918030,-0.072611118300
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.994249169049
