A_re,0.218200301113,0.257045125218,0.289753296870,0.317981104471,0.342624410968,0.364224262686,0.383132268276,0.399589566166,0.413768839135,0.425798513836,0.435777573455,0.443785071346,0.449886483064,0.454138084028,0.456590045840,0.457288673067,0.456278046474,0.453601245704,0.449301266952,0.443421714700,0.436007322739,0.427104343849,0.416760836676,0.405026870839,0.391954666020,0.377598677008,0.362015633920,0.345264544822,0.327406666461,0.308505447723,0.288626449573,0.267837244593,0.246207298729,0.223807837504,0.200711698610,0.176993172606,0.152727833225,0.127992358674,0.102864345179,0.077422113933,0.051744512542,0.025910711974
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.218200301113,-0.257045125218,-0.289753296870,-0.317981104471,-0.342624410968,-0.364224262686,-0.383132268276,-0.399589566166,-0.413768839135,-0.425798513836,-0.435777573455,-0.443785071346,-0.449886483064,-0.454138084028,-0.456590045840,-0.457288673067,-0.456278046474,-0.453601245704,-0.449301266952,-0.443421714700,-0.436007322739,-0.427104343849,-0.416760836676,-0.405026870839,-0.391954666020,-0.377598677008,-0.362015633920,-0.345264544822,-0.327406666461,-0.308505447723,-0.288626449573,-0.267837244593,-0.246207298729,-0.223807837504,-0.200711698610,-0.176993172606,-0.152727833225,-0.127992358674,-0.102864345179,-0.077422113933,-0.051744512542,-0.025910711974
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.998537246324
