A_re,0.093870455278,0.110979048009,0.125702450784,0.138781513589,0.150626634407,0.161492474485,0.171549355466,0.180917434550,0.189684934890,0.197918675230,0.205670534878,0.212981620461,0.219885059794,0.226407937829,0.232572675932,0.238398038228,0.243899881149,0.249091721890,0.253985176450,0.258590301980,0.262915867772,0.266969572218,0.270758218303,0.274287856907,0.277563904817,0.280591242670,0.283374296826,0.285917108271,0.288223390926,0.290296581303,0.292139880975,0.293756293098,0.295148653934,0.296319660182,0.297271892749,0.298007837505,0.298529903441,0.298840438618,0.298941744191,0.298836086778,0.298525709378,0.298012841029,0.297299705356,0.296388528147,0.295281544061,0.293981002576,0.292489173256,0.290808350410,0.288940857204,0.286889049293,0.284655318003,0.282242093120,0.279651845319,0.276887088262,0.273950380397,0.270844326488,0.267571578891,0.264134838602,0.260536856091,0.256780431942,0.252868417313,0.248803714232,0.244589275726,0.240228105820,0.235723259388,0.231077841889,0.226295008980,0.221377966015,0.216329967447,0.211154316131,0.205854362535,0.200433503862,0.194895183097,0.189242887974,0.183480149867,0.177610542625,0.171637681327,0.165565220991,0.159396855215,0.153136314769,0.146787366134,0.140353809994,0.133839479683,0.127248239587,0.120583983505,0.113850632977,0.107052135569,0.100192463131,0.093275610019,0.086305591292,0.079286440876,0.072222209709,0.065116963856,0.057974782610,0.050799756567,0.043595985685,0.036367577327,0.029118644289,0.021853302817,0.014575670610,0.007289864811
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.093870455278,-0.110979048009,-0.125702450784,-0.138781513589,-0.150626634407,-0.161492474485,-0.171549355466,-0.180917434550,-0.189684934890,-0.197918675230,-0.205670534878,-0.212981620461,-0.219885059794,-0.226407937829,-0.232572675932,-0.238398038228,-0.243899881149,-0.249091721890,-0.253985176450,-0.258590301980,-0.262915867772,-0.266969572218,-0.270758218303,-0.274287856907,-0.277563904817,-0.280591242670,-0.283374296826,-0.285917108271,-0.288223390926,-0.290296581303,-0.292139880975,-0.293756293098,-0.295148653934,-0.296319660182,-0.297271892749,-0.298007837505,-0.298529903441,-0.298840438618,-0.298941744191,-0.298836086778,-0.298525709378,-0.298012841029,-0.297299705356,-0.296388528147,-0.295281544061,-0.293981002576,-0.292489173256,-0.290808350410,-0.288940857204,-0.286889049293,-0.284655318003,-0.282242093120,-0.279651845319,-0.276887088262,-0.273950380397,-0.270844326488,-0.267571578891,-0.264134838602,-0.260536856091,-0.256780431942,-0.252868417313,-0.248803714232,-0.244589275726,-0.240228105820,-0.235723259388,-0.231077841889,-0.226295008980,-0.221377966015,-0.216329967447,-0.211154316131,-0.205854362535,-0.200433503862,-0.194895183097,-0.189242887974,-0.183480149867,-0.177610542625,-0.171637681327,-0.165565220991,-0.159396855215,-0.153136314769,-0.146787366134,-0.140353809994,-0.133839479683,-0.127248239587,-0.120583983505,-0.113850632977,-0.107052135569,-0.100192463131,-0.093275610019,-0.086305591292,-0.079286440876,-0.072222209709,-0.065116963856,-0.057974782610,-0.050799756567,-0.043595985685,-0.036367577327,-0.029118644289,-0.021853302817,-0.014575670610,-0.007289864811
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999729980120
