A_re,0.117755811864,0.139152884758,0.157516127035,0.173770057924,0.188425108627,0.201796749498,0.214095006229,0.225467291779,0.236021245148,0.245837916874,0.254979860818,0.263496346852,0.271426854260,0.278803491151,0.285652717239,0.291996600117,0.297853750407,0.303240030529,0.308169100479,0.312652844057,0.316701705949,0.320324961304,0.323530933532,0.326327171867,0.328720597312,0.330717623505,0.332324257456,0.333546184026,0.334388837135,0.334857460062,0.334957156723,0.334692935410,0.334069746215,0.333092513119,0.331766161529,0.330095641954,0.328085950333,0.325742145492,0.323069364091,0.320072833388,0.316757882092,0.313129949514,0.309194593237,0.304957495447,0.300424468076,0.295601456887,0.290494544593,0.285109953118,0.279454045066,0.273533324484,0.267354436965,0.260924169166,0.254249447768,0.247337337943,0.240195041349,0.232829893703,0.225249361957,0.217461041099,0.209472650624,0.201292030679,0.192927137917,0.184386041078,0.175676916308,0.166808042247,0.157787794893,0.148624642261,0.139327138846,0.129903919916,0.120363695636,0.110715245041,0.100967409866,0.091129088258,0.081209228353,0.071216821765,0.061160896966,0.051050512582,0.040894750613,0.030702709589,0.020483497657,0.010246225633
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.117755811864,-0.139152884758,-0.157516127035,-0.173770057924,-0.188425108627,-0.201796749498,-0.214095006229,-0.225467291779,-0.236021245148,-0.245837916874,-0.254979860818,-0.263496346852,-0.271426854260,-0.278803491151,-0.285652717239,-0.291996600117,-0.297853750407,-0.303240030529,-0.308169100479,-0.312652844057,-0.316701705949,-0.320324961304,-0.323530933532,-0.326327171867,-0.328720597312,-0.330717623505,-0.332324257456,-0.333546184026,-0.334388837135,-0.334857460062,-0.334957156723,-0.334692935410,-0.334069746215,-0.333092513119,-0.331766161529,-0.330095641954,-0.328085950333,-0.325742145492,-0.323069364091,-0.320072833388,-0.316757882092,-0.313129949514,-0.309194593237,-0.304957495447,-0.300424468076,-0.295601456887,-0.290494544593,-0.285109953118,-0.279454045066,-0.273533324484,-0.267354436965,-0.260924169166,-0.254249447768,-0.247337337943,-0.240195041349,-0.232829893703,-0.225249361957,-0.217461041099,-0.209472650624,-0.201292030679,-0.192927137917,-0.184386041078,-0.175676916308,-0.166808042247,-0.157787794893,-0.148624642261,-0.139327138846,-0.129903919916,-0.120363695636,-0.110715245041,-0.100967409866,-0.091129088258,-0.081209228353,-0.071216821765,-0.061160896966,-0.051050512582,-0.040894750613,-0.030702709589,-0.020483497657,-0.010246225633
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
# constraint,power
# norm_sq,10.178760197631
# dEdt,1.000000000000
# lambda_max,0.999574941706
