A_re,0.048598894921,0.057482355545,0.065147677936,0.071980381710,0.078194735755,0.083924231218,0.089258565617,0.094261352645,0.098979573395,0.103449037893,0.107697740091,0.111748021395,0.115618022193,0.119322688261,0.122874488236,0.126283937438,0.129559988281,0.132710326562,0.135741599934,0.138659596598,0.141469386848,0.144175436490,0.146781698650,0.149291688813,0.151708546673,0.154035087519,0.156273845243,0.158427108568,0.160496951769,0.162485260863,0.164393756066,0.166224011132,0.167977470104,0.169655461875,0.171259212897,0.172789858323,0.174248451806,0.175635974151,0.176953340975,0.178201409513,0.179380984676,0.180492824470,0.181537644842,0.182516124040,0.183428906526,0.184276606514,0.185059811162,0.185779083465,0.186434964881,0.187027977712,0.187558627281,0.188027403906,0.188434784712,0.188781235280,0.189067211164,0.189293159275,0.189459519154,0.189566724142,0.189615202454,0.189605378167,0.189537672133,0.189412502814,0.189230287056,0.188991440805,0.188696379762,0.188345519988,0.187939278469,0.187478073628,0.186962325804,0.186392457692,0.185768894747,0.185092065556,0.184362402186,0.183580340498,0.182746320436,0.181860786294,0.180924186963,0.179936976150,0.178899612583,0.177812560195,0.176676288295,0.175491271712,0.174257990937,0.172976932241,0.171648587784,0.170273455707,0.168852040219,0.167384851662,0.165872406575,0.164315227740,0.162713844226,0.161068791413,0.159380611018,0.157649851105,0.155877066091,0.154062816740,0.152207670154,0.150312199756,0.148376985264,0.146402612662,0.144389674157,0.142338768143,0.140250499150,0.138125477786,0.135964320682,0.133767650426,0.131536095491,0.129270290165,0.126970874471,0.124638494085,0.122273800245,0.119877449666,0.117450104442,0.114992431949,0.112505104741,0.109988800449,0.107444201668,0.104871995846,0.102272875173,0.099647536459,0.096996681017,0.094321014538,0.091621246963,0.088898092360,0.086152268790,0.083384498173,0.080595506157,0.077786021977,0.074956778315,0.072108511162,0.069241959672,0.066357866020,0.063456975251,0.060540035135,0.057607796015,0.054661010656,0.051700434094,0.048726823479,0.045740937919,0.042743538327,0.039735387259,0.036717248759,0.033689888193,0.030654072093,0.027610567996,0.024560144275,0.021503569981,0.018441614677,0.015375048273,0.012304640860,0.009231162547,0.006155383287,0.003078072721
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.048598894921,-0.057482355545,-0.065147677936,-0.071980381710,-0.078194735755,-0.083924231218,-0.089258565617,-0.094261352645,-0.098979573395,-0.103449037893,-0.107697740091,-0.111748021395,-0.115618022193,-0.119322688261,-0.122874488236,-0.126283937438,-0.129559988281,-0.132710326562,-0.135741599934,-0.138659596598,-0.141469386848,-0.144175436490,-0.146781698650,-0.149291688813,-0.151708546673,-0.154035087519,-0.156273845243,-0.158427108568,-0.160496951769,-0.162485260863,-0.164393756066,-0.166224011132,-0.167977470104,-0.169655461875,-0.171259212897,-0.172789858323,-0.174248451806,-0.175635974151,-0.176953340975,-0.178201409513,-0.179380984676,-0.180492824470,-0.181537644842,-0.182516124040,-0.183428906526,-0.184276606514,-0.185059811162,-0.185779083465,-0.186434964881,-0.187027977712,-0.187558627281,-0.188027403906,-0.188434784712,-0.188781235280,-0.189067211164,-0.189293159275,-0.189459519154,-0.189566724142,-0.189615202454,-0.189605378167,-0.189537672133,-0.189412502814,-0.189230287056,-0.188991440805,-0.188696379762,-0.188345519988,-0.187939278469,-0.187478073628,-0.186962325804,-0.186392457692,-0.185768894747,-0.185092065556,-0.184362402186,-0.183580340498,-0.182746320436,-0.181860786294,-0.180924186963,-0.179936976150,-0.178899612583,-0.177812560195,-0.176676288295,-0.175491271712,-0.174257990937,-0.172976932241,-0.171648587784,-0.170273455707,-0.168852040219,-0.167384851662,-0.165872406575,-0.164315227740,-0.162713844226,-0.161068791413,-0.159380611018,-0.157649851105,-0.155877066091,-0.154062816740,-0.152207670154,-0.150312199756,-0.148376985264,-0.146402612662,-0.144389674157,-0.142338768143,-0.140250499150,-0.138125477786,-0.135964320682,-0.133767650426,-0.131536095491,-0.129270290165,-0.126970874471,-0.124638494085,-0.122273800245,-0.119877449666,-0.117450104442,-0.114992431949,-0.112505104741,-0.109988800449,-0.107444201668,-0.104871995846,-0.102272875173,-0.099647536459,-0.096996681017,-0.094321014538,-0.091621246963,-0.088898092360,-0.086152268790,-0.083384498173,-0.080595506157,-0.077786021977,-0.074956778315,-0.072108511162,-0.069241959672,-0.066357866020,-0.063456975251,-0.060540035135,-0.057607796015,-0.054661010656,-0.051700434094,-0.048726823479,-0.045740937919,-0.042743538327,-0.039735387259,-0.036717248759,-0.033689888193,-0.030654072093,-0.027610567996,-0.024560144275,-0.021503569981,-0.018441614677,-0.015375048273,-0.012304640860,-0.009231162547,-0.006155383287,-0.003078072721
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999880398102
