A_re,0.386104731861,0.446328023686,0.490401344600,0.520856222485,0.539031089438,0.545787963540,0.541800999246,0.527690880296,0.504092684177,0.471690960153,0.431236839636,0.383554385483,0.329539999976,0.270157083279,0.206427302662,0.139419387015,0.070236112362
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.386104731861,-0.446328023686,-0.490401344600,-0.520856222485,-0.539031089438,-0.545787963540,-0.541800999246,-0.527690880296,-0.504092684177,-0.471690960153,-0.431236839636,-0.383554385483,-0.329539999976,-0.270157083279,-0.206427302662,-0.139419387015,-0.070236112362
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.992326172232
