A_re,0.117131727129,0.138302903262,0.156384016591,0.172286444086,0.186510512827,0.199363395030,0.211048072064,0.221705876321,0.231439160505,0.240324376278,0.248420094730,0.255772169292,0.262417193084,0.268384891363,0.273699823546,0.278382623011,0.282450918830,0.285920033255,0.288803517738,0.291113570461,0.292861365428,0.294057314515,0.294711277995,0.294832734933,0.294430921964,0.293514946859,0.292093881806,0.290176840175,0.287773039737,0.284891854652,0.281542858079,0.277735856888,0.273480919665,0.268788398985,0.263668948740,0.258133537193,0.252193456282,0.245860327655,0.239146105795,0.232063078581,0.224623865542,0.216841414066,0.208728993748,0.200300189071,0.191568890573,0.182549284639,0.173255842037,0.163703305324,0.153906675202,0.143881195934,0.133642339885,0.123205791283,0.112587429259,0.101803310231,0.090869649711,0.079802803565,0.068619248813,0.057335564003,0.045968409210,0.034534505719,0.023050615429,0.011533520031
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.117131727129,-0.138302903262,-0.156384016591,-0.172286444086,-0.186510512827,-0.199363395030,-0.211048072064,-0.221705876321,-0.231439160505,-0.240324376278,-0.248420094730,-0.255772169292,-0.262417193084,-0.268384891363,-0.273699823546,-0.278382623011,-0.282450918830,-0.285920033255,-0.288803517738,-0.291113570461,-0.292861365428,-0.294057314515,-0.294711277995,-0.294832734933,-0.294430921964,-0.293514946859,-0.292093881806,-0.290176840175,-0.287773039737,-0.284891854652,-0.281542858079,-0.277735856888,-0.273480919665,-0.268788398985,-0.263668948740,-0.258133537193,-0.252193456282,-0.245860327655,-0.239146105795,-0.232063078581,-0.224623865542,-0.216841414066,-0.208728993748,-0.200300189071,-0.191568890573,-0.182549284639,-0.173255842037,-0.163703305324,-0.153906675202,-0.143881195934,-0.133642339885,-0.123205791283,-0.112587429259,-0.101803310231,-0.090869649711,-0.079802803565,-0.068619248813,-0.057335564003,-0.045968409210,-0.034534505719,-0.023050615429,-0.011533520031
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999304372944
