A_re,0.162421760177,0.191407780164,0.215871244560,0.237049856364,0.255614583510,0.271971612640,0.286385489893,0.299037932539,0.310059126872,0.319545759867,0.327572060074,0.334196891982,0.339468495904,0.343427757839,0.346110525723,0.347549286407,0.347774401664,0.346815032164,0.344699835595,0.341457497853,0.337117138489,0.331708619740,0.325262780398,0.317811610149,0.309388376103,0.300027710360,0.289765665441,0.278639742880,0.266688899166,0.253953532387,0.240475452274,0.226297835877,0.211465170716,0.196023186972,0.180018780044,0.163499924633,0.146515581358,0.129115596821,0.111350597920,0.093271881158,0.074931297637,0.056381134359,0.037673992446,0.018862662839
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.162421760177,-0.191407780164,-0.215871244560,-0.237049856364,-0.255614583510,-0.271971612640,-0.286385489893,-0.299037932539,-0.310059126872,-0.319545759867,-0.327572060074,-0.334196891982,-0.339468495904,-0.343427757839,-0.346110525723,-0.347549286407,-0.347774401664,-0.346815032164,-0.344699835595,-0.341457497853,-0.337117138489,-0.331708619740,-0.325262780398,-0.317811610149,-0.309388376103,-0.300027710360,-0.289765665441,-0.278639742880,-0.266688899166,-0.253953532387,-0.240475452274,-0.226297835877,-0.211465170716,-0.196023186972,-0.180018780044,-0.163499924633,-0.146515581358,-0.129115596821,-0.111350597920,-0.093271881158,-0.074931297637,-0.056381134359,-0.037673992446,-0.018862662839
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.998660564565
