A_re,0.782285908306,0.833110150123,0.812959558242,0.730605116142,0.595722718800,0.419879485794,0.216438482230
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.782285908306,-0.833110150123,-0.812959558242,-0.730605116142,-0.595722718800,-0.419879485794,-0.216438482230
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.966687660934
