A_re,0.307738447493,0.358828483688,0.398939505133,0.430200117231,0.453719711212,0.470159876541,0.479966202033,0.483478154008,0.480986807837,0.472767340152,0.459098090525,0.440271902852,0.416602727404,0.388429141474,0.356115762852,0.320053158176,0.280656636705,0.238364195433,0.193633805885,0.146940185799,0.098771168873,0.049623766211
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.307738447493,-0.358828483688,-0.398939505133,-0.430200117231,-0.453719711212,-0.470159876541,-0.479966202033,-0.483478154008,-0.480986807837,-0.472767340152,-0.459098090525,-0.440271902852,-0.416602727404,-0.388429141474,-0.356115762852,-0.320053158176,-0.280656636705,-0.238364195433,-0.193633805885,-0.146940185799,-0.098771168873,-0.049623766211
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.995154946435
