A_re,0.870347609629,0.899961968974,0.838589395339,0.699979206719,0.500558461808,0.259927789642
A_im,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.870347609629,-0.899961968974,-0.838589395339,-0.699979206719,-0.500558461808,-0.259927789642
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.957970462513
