A_re,0.367404510823,0.425671432495,0.469153643883,0.500288053603,0.520352685941,0.530148771418,0.530276070164,0.521261914220,0.503627324137,0.477922301124,0.444744382058,0.404747289170,0.358643272166,0.307201181798,0.251241514832,0.191629239990,0.129264973154,0.065074929970
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.367404510823,-0.425671432495,-0.469153643883,-0.500288053603,-0.520352685941,-0.530148771418,-0.530276070164,-0.521261914220,-0.503627324137,-0.477922301124,-0.444744382058,-0.404747289170,-0.358643272166,-0.307201181798,-0.251241514832,-0.191629239990,-0.129264973154,-0.065074929970
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.993062606920
