A_re,0.455606065431,0.521683756045,0.565727686996,0.590640436709,0.598060056116,0.589203629818,0.565200999335,0.527243190511,0.476649245433,0.414891486123,0.343596978082,0.264534070063,0.179588971707,0.090735475801
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.455606065431,-0.521683756045,-0.565727686996,-0.590640436709,-0.598060056116,-0.589203629818,-0.565200999335,-0.527243190511,-0.476649245433,-0.414891486123,-0.343596978082,-0.264534070063,-0.179588971707,-0.090735475801
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.989243032156
