A_re,0.598936946422,0.668441071037,0.699132034891,0.695138364810,0.659612534514,0.595798784486,0.507397466841,0.398659623940,0.274352505626,0.139653324685
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.598936946422,-0.668441071037,-0.699132034891,-0.695138364810,-0.659612534514,-0.595798784486,-0.507397466841,-0.398659623940,-0.274352505626,-0.139653324685
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.981076955650
