A_re,0.040091615530,0.047425456909,0.053757905168,0.059407409535,0.064551112305,0.069299488549,0.073726860485,0.077886010745,0.081815981978,0.085546584549,0.089101165996,0.092498397235,0.095753471139,0.098878933716,0.101885276758,0.104781370626,0.107574786866,0.110272043106,0.112878791931,0.115399968647,0.117839908348,0.120202439740,0.122490961117,0.124708502456,0.126857776628,0.128941221945,0.130961037783,0.132919214593,0.134817559365,0.136657717329,0.138441190580,0.140169354115,0.141843469734,0.143464698116,0.145034109374,0.146552692311,0.148021362554,0.149440969751,0.150812303934,0.152136101184,0.153413048676,0.154643789188,0.155828925143,0.156969022241,0.158064612732,0.159116198365,0.160124253065,0.161089225348,0.162011540528,0.162891602717,0.163729796651,0.164526489357,0.165282031681,0.165996759687,0.166670995939,0.167305050678,0.167899222916,0.168453801427,0.168969065679,0.169445286679,0.169882727770,0.170281645356,0.170642289581,0.170964904959,0.171249730956,0.171497002530,0.171706950642,0.171879802721,0.172015783101,0.172115113434,0.172178013063,0.172204699387,0.172195388184,0.172150293925,0.172069630066,0.171953609314,0.171802443884,0.171616345733,0.171395526786,0.171140199140,0.170850575260,0.170526868160,0.170169291574,0.169778060115,0.169353389421,0.168895496301,0.168404598857,0.167880916612,0.167324670618,0.166736083567,0.166115379887,0.165462785834,0.164778529576,0.164062841276,0.163315953163,0.162538099600,0.161729517147,0.160890444621,0.160021123145,0.159121796202,0.158192709676,0.157234111892,0.156246253656,0.155229388285,0.154183771636,0.153109662136,0.152007320800,0.150877011255,0.149718999751,0.148533555181,0.147320949091,0.146081455684,0.144815351833,0.143522917078,0.142204433632,0.140860186380,0.139490462873,0.138095553324,0.136675750605,0.135231350232,0.133762650358,0.132269951760,0.130753557824,0.129213774528,0.127650910428,0.126065276636,0.124457186801,0.122826957084,0.121174906138,0.119501355085,0.117806627482,0.116091049302,0.114354948901,0.112598656991,0.110822506606,0.109026833072,0.107211973973,0.105378269119,0.103526060507,0.101655692288,0.099767510730,0.097861864179,0.095939103018,0.093999579631,0.092043648360,0.090071665467,0.088083989085,0.086080979182,0.084062997514,0.082030407580,0.079983574579,0.077922865364,0.075848648392,0.073761293682,0.071661172765,0.069548658634,0.067424125698,0.065287949732,0.063140507825,0.060982178332,0.058813340824,0.056634376031,0.054445665797,0.052247593025,0.050040541621,0.047824896448,0.045601043264,0.043369368676,0.041130260081,0.038884105612,0.036631294086,0.034372214944,0.032107258200,0.029836814382,0.027561274479,0.025281029881,0.022996472326,0.020707993842,0.018415986688,0.016120843301,0.013822956234,0.011522718103,0.009220521526,0.006916759067,0.004611823177,0.002306106137
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.040091615530,-0.047425456909,-0.053757905168,-0.059407409535,-0.064551112305,-0.069299488549,-0.073726860485,-0.077886010745,-0.081815981978,-0.085546584549,-0.089101165996,-0.092498397235,-0.095753471139,-0.098878933716,-0.101885276758,-0.104781370626,-0.107574786866,-0.110272043106,-0.112878791931,-0.115399968647,-0.117839908348,-0.120202439740,-0.122490961117,-0.124708502456,-0.126857776628,-0.128941221945,-0.130961037783,-0.132919214593,-0.134817559365,-0.136657717329,-0.138441190580,-0.140169354115,-0.141843469734,-0.143464698116,-0.145034109374,-0.146552692311,-0.148021362554,-0.149440969751,-0.150812303934,-0.152136101184,-0.153413048676,-0.154643789188,-0.155828925143,-0.156969022241,-0.158064612732,-0.159116198365,-0.160124253065,-0.161089225348,-0.162011540528,-0.162891602717,-0.163729796651,-0.164526489357,-0.165282031681,-0.165996759687,-0.166670995939,-0.167305050678,-0.167899222916,-0.168453801427,-0.168969065679,-0.169445286679,-0.169882727770,-0.170281645356,-0.170642289581,-0.170964904959,-0.171249730956,-0.171497002530,-0.171706950642,-0.171879802721,-0.172015783101,-0.172115113434,-0.172178013063,-0.172204699387,-0.172195388184,-0.172150293925,-0.172069630066,-0.171953609314,-0.171802443884,-0.171616345733,-0.171395526786,-0.171140199140,-0.170850575260,-0.170526868160,-0.170169291574,-0.169778060115,-0.169353389421,-0.168895496301,-0.168404598857,-0.167880916612,-0.167324670618,-0.166736083567,-0.166115379887,-0.165462785834,-0.164778529576,-0.164062841276,-0.163315953163,-0.162538099600,-0.161729517147,-0.160890444621,-0.160021123145,-0.159121796202,-0.158192709676,-0.157234111892,-0.156246253656,-0.155229388285,-0.154183771636,-0.153109662136,-0.152007320800,-0.150877011255,-0.149718999751,-0.148533555181,-0.147320949091,-0.146081455684,-0.144815351833,-0.143522917078,-0.142204433632,-0.140860186380,-0.139490462873,-0.138095553324,-0.136675750605,-0.135231350232,-0.133762650358,-0.132269951760,-0.130753557824,-0.129213774528,-0.127650910428,-0.126065276636,-0.124457186801,-0.122826957084,-0.121174906138,-0.119501355085,-0.117806627482,-0.116091049302,-0.114354948901,-0.112598656991,-0.110822506606,-0.109026833072,-0.107211973973,-0.105378269119,-0.103526060507,-0.101655692288,-0.099767510730,-0.097861864179,-0.095939103018,-0.093999579631,-0.092043648360,-0.090071665467,-0.088083989085,-0.086080979182,-0.084062997514,-0.082030407580,-0.079983574579,-0.077922865364,-0.075848648392,-0.073761293682,-0.071661172765,-0.069548658634,-0.067424125698,-0.065287949732,-0.063140507825,-0.060982178332,-0.058813340824,-0.056634376031,-0.054445665797,-0.052247593025,-0.050040541621,-0.047824896448,-0.045601043264,-0.043369368676,-0.041130260081,-0.038884105612,-0.036631294086,-0.034372214944,-0.032107258200,-0.029836814382,-0.027561274479,-0.025281029881,-0.022996472326,-0.020707993842,-0.018415986688,-0.016120843301,-0.013822956234,-0.011522718103,-0.009220521526,-0.006916759067,-0.004611823177,-0.002306106137
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
# constraint,power
# norm_sq,6.157521601036
# dEdt,1.000000000000
# lambda_max,0.999918612738
